"NoName","id","latitude","longitude","state","AUTO_UNIQUE_ID_2021-01-30_AdrianaGray_rgsample10","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4","ComputedAPN"
"790","155883","21.298294","-157.855728","HI",790,"1",187.5237,"","AggieReverseGeocoder","",4.01,"856 Ilaniwai St","Urban Honolulu","HI","96813","5277","21050018"
"791","171154","21.478569","-158.222656","HI",791,"1",839.941,"","AggieReverseGeocoder","",4.01,"84-265 FARRINGTON HWY","Waianae","HI","96792","","339050"
"792","292241","21.339367","-158.021271","HI",792,"1",2083.5386,"","AggieReverseGeocoder","",4.01,"91-225 KEONEKAPU PL","Ewa Beach","HI","96706","","101991"
"793","124358","21.295218","-157.828613","HI",793,"1",947.8259,"","AggieReverseGeocoder","",4.01,"2065 Young St","Urban Honolulu","HI","96826","2208","28003003"
"794","255839","21.35671815","-158.0829998","HI",794,"1",1028.7496,"","AggieReverseGeocoder","",4.01,"92-1243 PANANA ST","Kapolei","HI","96707","","382624"
"795","61436","21.399856","-157.747535","HI",795,"1",343.7358,"","AggieReverseGeocoder","",4.01,"356 Oneawa St","Waimanalo","HI","96734","2400","43049042"
"796","443877","21.255912635","-157.809032956","HI",796,"1",1093.7415,"","AggieReverseGeocoder","",4.01,"3381 Diamond Head Rd","Urban Honolulu","HI","96815","4723","31042003"
"797","72907","21.335321","-158.025757","HI",797,"1",2019.0863,"","AggieReverseGeocoder","",4.01,"91-1192 KAMOAWA ST","Ewa Beach","HI","96706","","262695"
"798","37014","21.331781","-158.025635","HI",798,"1",2040.3101,"","AggieReverseGeocoder","",4.01,"91-949 PAHUHU ST","Ewa Beach","HI","96706","","94010"
"799","404541","21.282717","-157.795395","HI",799,"1",454.966,"","AggieReverseGeocoder","",4.01,"1255  14th Ave","Urban Honolulu","HI","96816","3838","33010072"
"800","64827","21.360472399","-158.085209041","HI",800,"1",1062.468,"","AggieReverseGeocoder","",4.01,"92-1071 PAINIU PL","Kapolei","HI","96707","","545801"
"801","122506","21.308952","-157.826187","HI",801,"1",354.0031,"","AggieReverseGeocoder","",4.01,"2325 Mamane Pl","Urban Honolulu","HI","96822","2041","25005044"
"802","189985","21.346153564","-157.825638097","HI",802,"1",359.3759,"","AggieReverseGeocoder","",4.01,"3833 Old Pali Rd","Urban Honolulu","HI","96817","1070","19004008"
"803","161946","21.269485","-157.81897","HI",803,"1",796.8679,"","AggieReverseGeocoder","",4.01,"2805 Monsarrat Ave","Urban Honolulu","HI","96815","4020","31043016"
"804","60555","21.329338","-157.858215","HI",804,"1",328.1707,"","AggieReverseGeocoder","",4.01,"828 N Judd St","Urban Honolulu","HI","96817","2287","16010097"
"805","446064","21.321343812","-157.803294002","HI",805,"1",328.1139,"","AggieReverseGeocoder","",4.01,"3441 Pipa Pl","Urban Honolulu","HI","96822","1221","29067061"
"806","66630","21.288706","-157.814682","HI",806,"1",828.1582,"","AggieReverseGeocoder","",4.01,"2919 Kapiolani Blvd","Urban Honolulu","HI","96816","3507","27030003"
"807","239723","21.315552","-157.797791","HI",807,"1",250.006,"","AggieReverseGeocoder","",4.01,"3428 Paty Dr","Urban Honolulu","HI","96822","1443","29048016"
"808","152652","21.325592","-157.88385","HI",808,"1",637.204,"","AggieReverseGeocoder","",4.01,"308 Mokauea St","Hickam Housing","HI","96819","3221","12008004"
"809","235609","21.309479","-157.850662","HI",809,"1",218.7539,"","AggieReverseGeocoder","",4.01,"1580 Frear St","Urban Honolulu","HI","96813","1919","21038019"
"810","278661","21.304459696","-157.854508528","HI",810,"1",234.3839,"","AggieReverseGeocoder","",4.01,"1130 Alapai St","Urban Honolulu","HI","96813","2584","21033010"
"811","33280","21.383841","-157.733734","HI",811,"1",201.0846,"","AggieReverseGeocoder","",4.01,"742 Pahumele Pl","Waimanalo","HI","96734","3513","42076012"
"812","61353","21.39893","-158.000641","HI",812,"1",1672.7401,"","AggieReverseGeocoder","",4.01,"94-1372 HENOKEA ST","Waipahu","HI","96797","","365217"
"813","87411","21.387428531","-157.942236204","HI",813,"1",1953.1923,"","AggieReverseGeocoder","",4.01,"98-99 UAO PL","Aiea","HI","96701","","48738"
"814","225753","21.28123127","-157.79937887","HI",814,"1",1499.9419,"","AggieReverseGeocoder","",4.01,"1109  12th Ave","Urban Honolulu","HI","96816","3714","32006031"
"815","45322","21.367674","-158.023499","HI",815,"1",1176.5388,"","AggieReverseGeocoder","",4.01,"91-105 PAUA PL","Ewa Beach","HI","96706","","288968"
"816","100797","21.44915788","-158.17892693","HI",816,"1",593.812,"","AggieReverseGeocoder","",4.01,"85-537 MOMONA PL","Waianae","HI","96792","","119313"
"817","225251","21.270828","-157.811523","HI",817,"1",1437.5805,"","AggieReverseGeocoder","",4.01,"3546 Campbell Ave","Urban Honolulu","HI","96815","4204","31015035"
"818","68154","21.383942","-157.740089","HI",818,"1",414.3638,"","AggieReverseGeocoder","",4.01,"580 Alihi Pl","Waimanalo","HI","96734","3913","42082068"
"819","343829","21.372002","-157.739227","HI",819,"1",427.4319,"","AggieReverseGeocoder","",4.01,"1433 Akeke Pl","Waimanalo","HI","96734","4276","42087026"
"820","49466","21.301849","-157.792167","HI",820,"1",218.7429,"","AggieReverseGeocoder","",4.01,"2222 Ahe St","Urban Honolulu","HI","96816","6157","34007016"
"821","523182","21.399741774","-157.736173545","HI",821,"1",0,"","AggieReverseGeocoder","",4.01,"4 S Kalaheo Ave","Waimanalo","HI","96734","2724","43013010"
"822","77077","21.480786085","-157.978586726","HI",822,"1",1017.282,"","AggieReverseGeocoder","",4.01,"95-1036 HAULELAU ST","Mililani","HI","96789","","182127"
"823","459165","21.330189465","-157.857734165","HI",823,"1",730.6763,"","AggieReverseGeocoder","",4.01,"922 Lolena St","Urban Honolulu","HI","96817","2141","18020013"
"824","186128","21.294159","-157.674713","HI",824,"1",333.8774,"","AggieReverseGeocoder","",4.01,"1074 Koko Kai Pl","East Honolulu","HI","96825","3602","39109034"
"825","73936","21.314743","-157.807499","HI",825,"1",172.0455,"","AggieReverseGeocoder","",4.01,"3155 Manoa Rd","Urban Honolulu","HI","96822","1228","29036003"
"826","330394","21.356367","-158.084824","HI",826,"1",1157.1008,"","AggieReverseGeocoder","",4.01,"92-1140 PANANA ST","Kapolei","HI","96707","","414197"
"827","320245","21.296356","-157.829773","HI",827,"1",984.5167,"","AggieReverseGeocoder","",4.01,"1124 Mccully St","Urban Honolulu","HI","96826","2205","28002054"
"828","90517","21.323639","-157.867218","HI",828,"1",171.9204,"","AggieReverseGeocoder","",4.01,"856 Kanoa St","Urban Honolulu","HI","96817","3439","16001031"
"829","302005","21.358307","-157.856262","HI",829,"1",171.8997,"","AggieReverseGeocoder","",4.01,"3035 Holua Pl","Hickam Housing","HI","96819","2912","14024052"
"830","174811","21.361919","-157.925156","HI",830,"1",281.3332,"","AggieReverseGeocoder","",4.01,"1298 Kukila St","Aiea","HI","96818","1957","99046070"
"831","488852","21.2970026","-157.804095","HI",831,"1",343.7136,"","AggieReverseGeocoder","",4.01,"3055 Maigret St","Urban Honolulu","HI","96816","1930","33050058"
"832","60453","21.309374","-157.861832","HI",832,"1",1390.4148,"","AggieReverseGeocoder","",4.01,"1032 Fort Street Mall","Urban Honolulu","HI","96813","5601","21002004"
"833","101208","21.287979","-157.825424","HI",833,"1",525.4377,"","AggieReverseGeocoder","",4.01,"625 University Ave","Urban Honolulu","HI","96826","4652","27014046"
"834","52565","21.302599","-157.848665","HI",834,"1",859.4,"","AggieReverseGeocoder","",4.01,"1037 S Beretania St","Urban Honolulu","HI","96814","1601","24002020"
"835","33678","21.315825","-157.803894","HI",835,"1",695.7461,"","AggieReverseGeocoder","",4.01,"3330 East Manoa Rd","Urban Honolulu","HI","96822","1330","29037011"
"836","162705","21.33030329","-157.869640634","HI",836,"1",590.2007,"","AggieReverseGeocoder","",4.01,"1227 Houghtailing St","Urban Honolulu","HI","96817","2754","16004065"
"837","35375","21.323616","-157.86702","HI",837,"1",187.5087,"","AggieReverseGeocoder","",4.01,"856 Kanoa St","Urban Honolulu","HI","96817","3439","16001031"
"838","98632","21.3365548","-157.86743025","HI",838,"1",174.4784,"","AggieReverseGeocoder","",4.01,"1620 N School St","Urban Honolulu","HI","96817","1844","16028056"
"839","294222","21.337905774","-158.038586181","HI",839,"1",2353.3454,"","AggieReverseGeocoder","",4.01,"91-1632 TENNEY ST","Ewa Beach","HI","96706","","337605"
"840","56288","21.34651","-158.091354","HI",840,"1",46.8779,"","AggieReverseGeocoder","",4.01,"342 Farrington Hwy","Ewa Gentry","HI","96707","2042","91016006"
"841","33255","21.401066","-157.791306","HI",841,"1",906.4836,"","AggieReverseGeocoder","",4.01,"45-250 NAMOKU PL","Kaneohe","HI","96744","","15839"
"842","204231","21.381958","-158.137466","HI",842,"1",468.7269,"","AggieReverseGeocoder","",4.01,"89-338 KAUWAHI AVE","Waianae","HI","96792","","456006"
"843","94144","21.324713","-157.876907","HI",843,"1",906.2844,"","AggieReverseGeocoder","",4.01,"1425 Kaumualii St","Urban Honolulu","HI","96817","4861","15027018"
"844","56341","21.293966","-157.755753","HI",844,"1",812.5015,"","AggieReverseGeocoder","",4.01,"846 Hao St","Urban Honolulu","HI","96821","1621","36020068"
"845","51880","21.611671","-157.914637","HI",845,"1",828.1333,"","AggieReverseGeocoder","",4.01,"54-167 HANAIMOA ST","Hauula","HI","96717","","60744"
"846","76344","21.389261","-157.713623","HI",846,"1",546.8915,"","AggieReverseGeocoder","",4.01,"1112 Mokulua Dr","Waimanalo","HI","96734","3246","43006073"
"847","233277","21.298386","-157.831772","HI",847,"1",850.6213,"","AggieReverseGeocoder","",4.01,"1740 S Beretania St","Urban Honolulu","HI","96826","1100","28011020"
"848","551900","21.398088061","-157.983299229","HI",848,"1",109.3909,"","AggieReverseGeocoder","",4.01,"1060 Kamehameha Hwy","Aiea","HI","96782","2557","97024035"
"849","41168","21.281952","-157.798569","HI",849,"1",1130.0202,"","AggieReverseGeocoder","",4.01,"1152 Koko Head Ave","Urban Honolulu","HI","96816","3737","32006007"
"850","213682","21.260025","-157.792709","HI",850,"1",664.2743,"","AggieReverseGeocoder","",4.01,"4332 Kahala Ave","Urban Honolulu","HI","96816","4856","35013011"
"851","184752","21.32180806","-157.86333615","HI",851,"1",1006.7152,"","AggieReverseGeocoder","",4.01,"1415 Pua Ln","Urban Honolulu","HI","96817","3536","17032047"
"852","96428","21.272547","-157.790545","HI",852,"1",218.7678,"","AggieReverseGeocoder","",4.01,"907 Pilialo St","Urban Honolulu","HI","96816","4624","32050032"
"853","80469","21.279821","-157.828217","HI",853,"1",375.005,"","AggieReverseGeocoder","",4.01,"2238 Lauula St","Urban Honolulu","HI","96815","5215","26019012"
"854","113998","21.409563","-157.965622","HI",854,"1",679.8071,"","AggieReverseGeocoder","",4.01,"962 Paaaina St","Aiea","HI","96782","1554","97081051"
"855","339248","21.310802","-157.860947","HI",855,"1",265.6108,"","AggieReverseGeocoder","",4.01,"1108 Fort Street Mall","Urban Honolulu","HI","96813","2721","21003012"
"856","87607","21.289421","-157.832291","HI",856,"1",781.2792,"","AggieReverseGeocoder","",4.01,"2015 Kapiolani Blvd","Urban Honolulu","HI","96826","3947","27036005"
"857","341843","21.307983","-157.843246","HI",857,"1",937.5725,"","AggieReverseGeocoder","",4.01,"1015 Wilder Ave","Urban Honolulu","HI","96822","2600","24016015"
"858","174358","21.31935913","-157.85746234","HI",858,"1",1019.3903,"","AggieReverseGeocoder","",4.01,"1616 Stillman Ln","Urban Honolulu","HI","96817","3143","17019042"
"859","37375","21.386588","-157.738146","HI",859,"1",156.2762,"","AggieReverseGeocoder","",4.01,"601 Akoakoa St","Waimanalo","HI","96734","3910","42077024"
"860","231556","21.288419785","-157.834624099","HI",860,"1",453.1573,"","AggieReverseGeocoder","",4.01,"1833 Kalakaua Ave","Urban Honolulu","HI","96815","1512","26013015"
"861","66731","21.289509","-157.816986","HI",861,"1",468.8047,"","AggieReverseGeocoder","",4.01,"2920 S King St","Urban Honolulu","HI","96826","3565","27028035"
"862","478389","21.306867693","-157.855690346","HI",862,"1",1348.8814,"","AggieReverseGeocoder","",4.01,"1250 Punchbowl St","Urban Honolulu","HI","96813","2416","21018047"
"863","248630","21.395561","-157.742111","HI",863,"1",156.2824,"","AggieReverseGeocoder","",4.01,"342 Kuulei Rd","Waimanalo","HI","96734","2701","43054018"
"864","135288","21.32774545","-157.86548966","HI",864,"1",171.8888,"","AggieReverseGeocoder","",4.01,"1019 Laa Ln","Urban Honolulu","HI","96817","2818","16006003"
"865","51847","21.314843","-157.862784","HI",865,"1",953.1364,"","AggieReverseGeocoder","",4.01,"254 N Beretania St","Urban Honolulu","HI","96817","4716","17026004"
"866","238981","21.32053536","-157.86115465","HI",866,"1",1203.1542,"","AggieReverseGeocoder","",4.01,"1461 Liliha St","Urban Honolulu","HI","96817","3505","17023025"
"867","322718","21.442661","-158.023468","HI",867,"1",218.7664,"","AggieReverseGeocoder","",4.01,"296 Kilau Pl","Mililani Town","HI","96789","2312","94109022"
"868","289894","21.3478788","-157.914777","HI",868,"1",296.8849,"","AggieReverseGeocoder","",4.01,"3336 Ala Ilima St","Aiea","HI","96818","2329","11054064"
"869","55684","21.394562","-157.993866","HI",869,"1",2260.4146,"","AggieReverseGeocoder","",4.01,"94-1475 WAIPAHU ST","Waipahu","HI","96797","","591450"
"870","109841","21.322189","-157.855499","HI",870,"1",343.7901,"","AggieReverseGeocoder","",4.01,"1820 Bachelot St","Urban Honolulu","HI","96817","2429","17015003"
"871","144260","21.28570548","-157.83146802","HI",871,"1",343.7469,"","AggieReverseGeocoder","",4.01,"439 Keoniana St","Urban Honolulu","HI","96815","2077","26015030"
"872","35265","21.313053","-157.852859","HI",872,"1",1424.9374,"","AggieReverseGeocoder","",4.01,"202 Iolani Ave","Urban Honolulu","HI","96813","1834","22003021"
"873","172522","21.330137","-158.026596","HI",873,"1",1870.7407,"","AggieReverseGeocoder","",4.01,"91-892 NOHOIHOEWA PL","Ewa Beach","HI","96706","","153083"
"874","35335","21.383801","-157.929108","HI",874,"1",1524.9511,"","AggieReverseGeocoder","",4.01,"99-350 AIEA HTS DR","Aiea","HI","96701","","235169"
"875","55603","21.285151","-157.800369","HI",875,"1",1531.2485,"","AggieReverseGeocoder","",4.01,"1254  10th Ave","Urban Honolulu","HI","96816","2708","33005105"
"876","66842","21.290897","-157.837738","HI",876,"1",472.7255,"","AggieReverseGeocoder","",4.01,"1695 Kapiolani Blvd","Urban Honolulu","HI","96814","4703","23041001"
"877","98985","21.382275","-157.944992","HI",877,"1",328.1532,"","AggieReverseGeocoder","",4.01,"310 Kamehameha Hwy","Waimalu","HI","96701","5313","98008002"
"878","174564","21.32732428","-157.85325843","HI",878,"1",359.2405,"","AggieReverseGeocoder","",4.01,"2130 Liliha St","Urban Honolulu","HI","96817","1642","18019042"
"879","33117","21.317305","-157.867432","HI",879,"1",1456.1388,"","AggieReverseGeocoder","",4.01,"549 Kaaahi St","Urban Honolulu","HI","96817","4639","15007016"
"880","344776","21.304497","-157.840286","HI",880,"1",171.8588,"","AggieReverseGeocoder","",4.01,"1452 Liholiho St","Urban Honolulu","HI","96822","4181","24020046"
"881","109941","21.269940267","-157.821488772","HI",881,"1",453.2497,"","AggieReverseGeocoder","",4.01,"2755 Kalakaua Ave","Urban Honolulu","HI","96815","4027","31043014"
"882","134759","21.427692","-157.760178","HI",882,"1",109.3432,"","AggieReverseGeocoder","",4.01,"800 Mokapu Rd","Waimanalo","HI","96734","1631","44008001"
"883","330930","21.288681","-157.828217","HI",883,"1",171.8802,"","AggieReverseGeocoder","",4.01,"2311 Lime St","Urban Honolulu","HI","96826","4208","27005040"
"884","61604","21.401983","-157.747574","HI",884,"1",921.8699,"","AggieReverseGeocoder","",4.01,"436 Hualani St","Waimanalo","HI","96734","2288","43045016"
"885","45586","21.377268","-157.969987","HI",885,"1",2796.8552,"","AggieReverseGeocoder","",4.01,"1059 LANAKILA AVE","Pearl City","HI","96782","","115487"
"886","79709","21.336119","-158.019348","HI",886,"1",2140.639,"","AggieReverseGeocoder","",4.01,"91-283 KAIELEELE PL","Ewa Beach","HI","96706","","447999"
"887","291488","21.404442","-157.739182","HI",887,"1",93.7898,"","AggieReverseGeocoder","",4.01,"28 Kalaka Pl","Waimanalo","HI","96734","2301","43016015"
"888","55983","21.287592","-157.794632","HI",888,"1",437.5392,"","AggieReverseGeocoder","",4.01,"3676 Sierra Dr","Urban Honolulu","HI","96816","3341","33032007"
"889","70460","21.300802","-157.854111","HI",889,"1",894.4273,"","AggieReverseGeocoder","",4.01,"762 Kapiolani Blvd","Urban Honolulu","HI","96813","5293","21044034"
"890","54659","21.456423","-158.153343","HI",890,"1",964.6438,"","AggieReverseGeocoder","",4.01,"86-115 KUWALE RD","Waianae","HI","96792","","238929"
"891","358287","21.34795588","-157.91476386","HI",891,"1",375.005,"","AggieReverseGeocoder","",4.01,"932 Ala Kapua St","Aiea","HI","96818","2335","11054096"
"892","95164","21.323709","-157.879318","HI",892,"1",937.1657,"","AggieReverseGeocoder","",4.01,"1505 Dillingham Blvd","Urban Honolulu","HI","96817","4885","15029031"
"893","447268","21.384345268","-158.075721141","HI",893,"1",911.952,"","AggieReverseGeocoder","",4.01,"","","","","",""
"894","51583","21.335453","-158.034882","HI",894,"1",2133.1882,"","AggieReverseGeocoder","",4.01,"91-522 MAOHAKA PL","Ewa Beach","HI","96706","","243283"
"895","76678","21.320053","-158.01683","HI",895,"1",1806.1784,"","AggieReverseGeocoder","",4.01,"91-1034 KAIHEENALU ST","Ewa Beach","HI","96706","","602453"
"896","97222","21.295294","-157.844238","HI",896,"1",1039.2881,"","AggieReverseGeocoder","",4.01,"662 Sheridan St","Urban Honolulu","HI","96814","3112","23015021"
"897","97443","21.340374","-158.028305","HI",897,"1",2011.2258,"","AggieReverseGeocoder","",4.01,"91-1001 POHAHAWAI PL","Ewa Beach","HI","96706","","277506"
"898","391354","21.347237","-157.861038","HI",898,"1",1202.0653,"","AggieReverseGeocoder","",4.01,"2552 Kalihi St","Hickam Housing","HI","96819","3769","13037030"
"899","211719","21.308971","-157.817993","HI",899,"1",656.2427,"","AggieReverseGeocoder","",4.01,"2641 Kuahine Dr","Urban Honolulu","HI","96822","1720","29010039"
"900","57843","21.313524","-157.798422","HI",900,"1",1009.7028,"","AggieReverseGeocoder","",4.01,"3344 Paty Dr","Urban Honolulu","HI","96822","1440","29041047"
"901","477212","21.320562833","-157.857656366","HI",901,"1",1002.019,"","AggieReverseGeocoder","",4.01,"303 Puuhue Pl","Urban Honolulu","HI","96817","3132","17018059"
"902","238270","21.338132258","-158.039886689","HI",902,"1",2796.8655,"","AggieReverseGeocoder","",4.01,"91-1653 BOND ST","Ewa Beach","HI","96706","","522463"
"903","472692","21.365757407","-157.917527819","HI",903,"1",890.6112,"","AggieReverseGeocoder","",4.01,"4333 Hakupapa St","Aiea","HI","96818","1810","99060048"
"904","165961","21.387604","-157.924438","HI",904,"1",1427.3251,"","AggieReverseGeocoder","",4.01,"98-1253 LAUHULU ST","Aiea","HI","96701","","171950"
"905","96009","21.277138","-157.813553","HI",905,"1",1301.8652,"","AggieReverseGeocoder","",4.01,"3327 Campbell Ave","Urban Honolulu","HI","96815","3816","31017039"
"906","152908","21.277431","-157.80452","HI",906,"1",220.2871,"","AggieReverseGeocoder","",4.01,"3508 Maunaloa Ave","Urban Honolulu","HI","96816","2255","32022043"
"907","141655","21.297951","-157.84317","HI",907,"1",171.8886,"","AggieReverseGeocoder","",4.01,"1251 Elm St","Urban Honolulu","HI","96814","2323","23013043"
"908","41631","21.347216","-158.070057","HI",908,"1",31.2712,"","AggieReverseGeocoder","",4.01,"590 Farrington Hwy","Ewa Gentry","HI","96707","2009","91106010"
"909","224425","21.289486","-157.832275","HI",909,"1",856.5823,"","AggieReverseGeocoder","",4.01,"705 Mccully St","Urban Honolulu","HI","96826","3903","27003007"
"910","360104","21.35327487","-158.02479924","HI",910,"1",1113.6064,"","AggieReverseGeocoder","",4.01,"91-1030 AEAE ST","Ewa Beach","HI","96706","","362782"
"911","97194","21.422077","-157.955338","HI",911,"1",224.4614,"","AggieReverseGeocoder","",4.01,"2257 Akeukeu St","Aiea","HI","96782","1127","97059049"
"912","37587","21.39235601","-157.99777532","HI",912,"1",2049.7101,"","AggieReverseGeocoder","",4.01,"94-346 KAHUAWAI ST","Waipahu","HI","96797","","165704"
"913","55124","21.285727","-157.838547","HI",913,"1",963.7667,"","AggieReverseGeocoder","",4.01,"1778 Ala Moana Blvd","Urban Honolulu","HI","96815","1605","26012010"
"914","456963","21.290625977","-157.798384494","HI",914,"1",203.1798,"","AggieReverseGeocoder","",4.01,"3446 Pakui St","Urban Honolulu","HI","96816","2838","33040020"
"915","40484","21.406826","-157.99614","HI",915,"1",1371.3468,"","AggieReverseGeocoder","",4.01,"94-873 LUMIHOAHU ST","Waipahu","HI","96797","","65394"
"916","306607","21.259666","-157.794327","HI",916,"1",1046.8625,"","AggieReverseGeocoder","",4.01,"4286 Kahala Ave","Urban Honolulu","HI","96816","4822","35013017"
"917","54758","21.330803","-158.015793","HI",917,"1",2277.2924,"","AggieReverseGeocoder","",4.01,"91-2192 KANELA ST","Ewa Beach","HI","96706","","183815"
"918","459227","21.330218584","-157.857818609","HI",918,"1",1328.0899,"","AggieReverseGeocoder","",4.01,"922 Lolena St","Urban Honolulu","HI","96817","2141","18020013"
"919","368391","21.438782","-158.18219","HI",919,"1",1265.6554,"","AggieReverseGeocoder","",4.01,"86-943 MOELIMA ST","Waianae","HI","96792","","11788"
"920","42734","21.35956","-157.99559","HI",920,"1",1046.8577,"","AggieReverseGeocoder","",4.01,"93-65 WAIPIO POINT ACC RD","Waipahu","HI","96797","","371159"
"921","368203","21.313488015","-157.887616406","HI",921,"1",567.9851,"","AggieReverseGeocoder","",4.01,"1601 Sand Island Pkwy","Hickam Housing","HI","96819","4357","15041111"
"922","215437","21.272568","-157.783524","HI",922,"1",904.8222,"","AggieReverseGeocoder","",4.01,"4494 Pahoa Ave","Urban Honolulu","HI","96816","5450","35010040"
"923","160915","21.313775656","-158.017558649","HI",923,"1",1290.0313,"","AggieReverseGeocoder","",4.01,"91-1026 KAI KALA ST","Ewa Beach","HI","96706","","590197"
"924","165346","21.39175","-157.957458","HI",924,"1",562.4919,"","AggieReverseGeocoder","",4.01,"450 Kamehameha Hwy","Aiea","HI","96782","3215","98005023"
"925","72991","21.359344","-157.853226","HI",925,"1",1070.8616,"","AggieReverseGeocoder","",4.01,"1781 Kalaepaa Dr","Hickam Housing","HI","96819","3012","14021020"
"926","133258","21.288991989","-157.841932974","HI",926,"1",440.2087,"","AggieReverseGeocoder","",4.01,"1201 Ala Moana Blvd","Urban Honolulu","HI","96814","4205","23037001"
"927","182823","21.328001868","-158.090262756","HI",927,"1",15.6112,"","AggieReverseGeocoder","",4.01,"4450 Kapolei Pkwy","Ewa Gentry","HI","96707","1889","91015022"
"928","35688","21.283806","-157.829407","HI",928,"1",697.7709,"","AggieReverseGeocoder","",4.01,"435 Kalaimoku St","Urban Honolulu","HI","96815","2257","26017012"
"929","82712","21.273729951","-157.801453667","HI",929,"1",1252.6055,"","AggieReverseGeocoder","",4.01,"3670 Kilauea Ave","Urban Honolulu","HI","96816","2334","32033001"
"930","134999","21.346567","-157.915985","HI",930,"1",169.4004,"","AggieReverseGeocoder","",4.01,"3380 Ala Laulani St","Aiea","HI","96818","2837","11053021"
"931","72500","21.274544","-157.785187","HI",931,"1",578.1182,"","AggieReverseGeocoder","",4.01,"4559 Kilauea Ave","Urban Honolulu","HI","96816","5046","35011027"
"932","40424","21.293381","-157.825897","HI",932,"1",468.7499,"","AggieReverseGeocoder","",4.01,"2330 S King St","Urban Honolulu","HI","96826","2329","28004003"
"933","193366","21.293655","-157.828171","HI",933,"1",171.884,"","AggieReverseGeocoder","",4.01,"2138 Algaroba St","Urban Honolulu","HI","96826","2714","27007007"
"934","289636","21.315099378","-157.804411622","HI",934,"1",171.8514,"","AggieReverseGeocoder","",4.01,"3236 East Manoa Rd","Urban Honolulu","HI","96822","1300","29037039"
"935","50064","21.340912","-158.026917","HI",935,"1",1557.4197,"","AggieReverseGeocoder","",4.01,"91-958 LAAULU ST","Ewa Beach","HI","96706","","523393"
"936","391097","21.326782","-157.862671","HI",936,"1",1321.1196,"","AggieReverseGeocoder","",4.01,"842 N School St","Urban Honolulu","HI","96817","2919","17042002"
"937","165851","21.301682","-157.68573","HI",937,"1",109.3665,"","AggieReverseGeocoder","",4.01,"988 Lunalilo Home Rd","East Honolulu","HI","96825","2701","39062087"
"938","509038","21.610263589","-157.914221893","HI",938,"1",812.5256,"","AggieReverseGeocoder","",4.01,"54-255 HAUULA HMSTD RD","Hauula","HI","96717","","506197"
"939","71192","21.344341","-158.07959","HI",939,"1",62.5162,"","AggieReverseGeocoder","",4.01,"590 Farrington Hwy","Ewa Gentry","HI","96707","2009","91106010"
"940","175353","21.449949","-158.193161","HI",940,"1",1069.9691,"","AggieReverseGeocoder","",4.01,"85-663 FARRINGTON HWY","Waianae","HI","96792","","75525"
"941","303643","21.468575","-157.992599","HI",941,"1",31.2635,"","AggieReverseGeocoder","",4.01,"1099 Melia St","Mililani Town","HI","96789","6020","95050101"
"942","98883","21.266457","-157.815018","HI",942,"1",1281.2749,"","AggieReverseGeocoder","",4.01,"3027 Pualei Cir","Urban Honolulu","HI","96815","4965","31026031"
"943","191132","21.33535","-157.897415","HI",943,"1",187.4991,"","AggieReverseGeocoder","",4.01,"2739 Kilihau St","Hickam Housing","HI","96819","2042","11064039"
"944","41246","21.298307","-157.673447","HI",944,"1",156.1486,"","AggieReverseGeocoder","",4.01,"7547 Mokunoio Pl","East Honolulu","HI","96825","2956","39081041"
"945","183728","21.291397","-157.827728","HI",945,"1",355.9817,"","AggieReverseGeocoder","",4.01,"2234 Citron St","Urban Honolulu","HI","96826","2854","27008003"
"946","78238","21.3409","-158.028595","HI",946,"1",1942.8087,"","AggieReverseGeocoder","",4.01,"91-1006 POHAHAWAI PL","Ewa Beach","HI","96706","","97600"
"947","72993","21.281344","-157.8315538","HI",947,"1",890.6494,"","AggieReverseGeocoder","",4.01,"337 Saratoga Rd","Urban Honolulu","HI","96815","1943","26003050"
"948","101275","21.294002896","-157.828228071","HI",948,"1",281.2689,"","AggieReverseGeocoder","",4.01,"2117 S King St","Urban Honolulu","HI","96826","2223","27007013"
"949","444792","21.388630828","-158.015730919","HI",949,"1",93.7629,"","AggieReverseGeocoder","",4.01,"420 Farrington Hwy","Waipahu","HI","96797","2020","94027127"
"950","56710","21.316562","-157.798519","HI",950,"1",312.5662,"","AggieReverseGeocoder","",4.01,"3475 Alani Dr","Urban Honolulu","HI","96822","1408","29047013"
"951","223814","21.346977","-157.820801","HI",951,"1",875.0427,"","AggieReverseGeocoder","",4.01,"4020 Nuuanu Pali Dr","Urban Honolulu","HI","96817","1059","19004031"
"952","32944","21.323955","-157.856617","HI",952,"1",328.1793,"","AggieReverseGeocoder","",4.01,"1829 Liliha St","Urban Honolulu","HI","96817","2367","17016044"
"953","44103","21.284576","-157.775711","HI",953,"1",415.8997,"","AggieReverseGeocoder","",4.01,"1481 Ainakoa Ave","Urban Honolulu","HI","96821","1111","35037011"
"954","46886","21.415009","-157.815735","HI",954,"1",1694.7004,"","AggieReverseGeocoder","",4.01,"46-339 HAIKU RD","Kaneohe","HI","96744","","305088"
"955","62690","21.352699","-157.817058","HI",955,"1",895.7218,"","AggieReverseGeocoder","",4.01,"4121 Nuuanu Pali Dr","Urban Honolulu","HI","96817","1056","22055002"
