"","id","ReportType","CurrentStatus","Description","DateCreate_Converted","DateClosed_Converted","location","crecondate","clocondate","HLReportType","timespan","WeeksToClose"
"5881",139351,"Trash","Closed","please get this trash off our street! We are trying to stay out our unit! This was put out 1 day after new years and is still there. I'm asking you to please get this off the street now. Thank you","01/19/2015 09:30:52 AM","02/02/2018 11:13:11 AM","(21.3874465, -157.94215004)",2015-01-19 09:30:52,2018-02-02 11:13:11,"Trash",95910139s (~3.04 years),158.581579034392
"5882",139340,"Vehicle","Closed","White Van has been here for over 5 days. Neighborhood  has been hit with lots of criminal  activity","01/19/2015 08:26:11 AM","09/29/2017 11:29:31 AM","(21.27808594, -157.76804853)",2015-01-19 08:26:11,2017-09-29 11:29:31,"Vehicle",85028600s (~2.69 years),140.589616402116
"5883",139329,"Trash","Closed","1 box put out for bulk pickup 1 day after it pickup happened this month.  More stuff goes onto pile with at least 2 more weeks before next pickup.","01/19/2015 07:02:56 AM","02/02/2018 11:13:11 AM","(21.348292204, -157.889846773)",2015-01-19 07:02:56,2018-02-02 11:13:11,"Trash",95919015s (~3.04 years),158.596254960317
"5884",139242,"Tree","Closed","Cannot see stoplight when coming down kalaeloa blvd. Trees block. Causes accidents.","01/17/2015 05:07:40 PM","02/02/2018 11:13:09 AM","(21.32093095, -158.09750814)",2015-01-17 17:07:40,2018-02-02 11:13:09,"Tree",96055529s (~3.04 years),158.82197255291
"5885",139240,"Vehicle","Closed","Abandoned  for 2 months","01/17/2015 03:00:29 PM","09/29/2017 11:29:31 AM","(21.4148706, -157.99959102)",2015-01-17 15:00:29,2017-09-29 11:29:31,"Vehicle",85177742s (~2.7 years),140.836213624339
"5886",139197,"Light","Closed","Street light has been out for weeks now and neighbors have called to report this but no one has come to fix it to date. We would all appreciate it of the city would fix this light as soon as possible.  Thank you. Light pole number is attached in the pict","01/16/2015 09:28:25 PM","02/02/2018 10:31:06 AM","(21.32133475, -158.00274065)",2015-01-16 21:28:25,2018-02-02 10:31:06,"RoadSafety",96123761s (~3.05 years),158.934790013228
"5887",139193,"Tree","Closed","tree in planter strip was chopped. request they replace tree.","01/16/2015 07:17:13 PM","12/17/2015 03:19:02 PM","(21.332382, -158.012421)",2015-01-16 19:17:13,2015-12-17 15:19:02,"Tree",28929709s (~47.83 weeks),47.8335135582011
"5888",139190,"Broken / Vandalized signs","Closed","Dead End street sign for Kuhiawaho Pl; is knocked over.Deaed End street sign is located in front of 91-1541 Kuhiawaho Pl.","01/16/2015 06:33:08 PM","02/02/2018 10:31:06 AM","(21.338003, -158.022034)",2015-01-16 18:33:08,2018-02-02 10:31:06,"RoadSafety",96134278s (~3.05 years),158.952179232804
"5889",139179,"Homeless","Closed","The two cars shown in the photos, haven't moved in weeks. One of the vehicles (Red) has been on jack stand for about the same time. The other photo, is the house it is located in front of. Although the jack stands look new, I don't think cars should be r","01/16/2015 02:35:23 PM","12/17/2015 03:22:30 PM","(21.31932693, -157.85040652)",2015-01-16 14:35:23,2015-12-17 15:22:30,"Homeless",28946827s (~47.86 weeks),47.8618171296296
"5890",138946,"Light","Closed","Multiple Street Lights burnt out / not working on Wailupe Circle, including the pole fronting 214 Wailupe Circle (unknown pole number). Complaint received from resident at 214 Wailupe Circle.","01/15/2015 08:58:08 AM","02/02/2018 10:31:01 AM","(21.273667, -157.757526)",2015-01-15 08:58:08,2018-02-02 10:31:01,"RoadSafety",96255173s (~3.05 years),159.152071759259
"5891",138921,"Trash","Closed","Paint, roofing materials and tire","01/15/2015 07:56:24 AM","01/15/2015 08:39:19 AM","(21.34680957, -157.82066603)",2015-01-15 07:56:24,2015-01-15 08:39:19,"Trash",2575s (~42.92 minutes),0.00425760582010582
"5892",138862,"Trash","Closed","At the end of Uao Place Aiea. the junk pile is getting larger. Is there anything we can do now, or do we have to wait until i pick up at the end of the month? Thank you.","01/14/2015 05:19:09 PM","12/06/2017 09:19:15 AM","(21.38729562, -157.94229022)",2015-01-14 17:19:09,2017-12-06 09:19:15,"Trash",91296006s (~2.89 years),150.952390873016
"5893",138861,"Trash","Closed","Junk pile is getting bigger. At the end of Uao Place Aiea. Is there anything that can be done about this or do we have to wait until the end of the month? Thank you.","01/14/2015 05:12:43 PM","02/02/2018 10:31:00 AM","(21.38673988, -157.94311698)",2015-01-14 17:12:43,2018-02-02 10:31:00,"Trash",96311897s (~3.05 years),159.245861441799
"5894",138860,"Vehicle","Closed","White","01/14/2015 05:08:40 PM","09/29/2017 11:29:32 AM","(21.321865, -157.878571)",2015-01-14 17:08:40,2017-09-29 11:29:32,"Vehicle",85429252s (~2.71 years),141.25207010582
"5895",138856,"Light","Closed","Broken park light near stairs on basketball court.","01/14/2015 04:30:03 PM","02/02/2018 10:31:00 AM","(21.308140845, -157.850428833)",2015-01-14 16:30:03,2018-02-02 10:31:00,"RoadSafety",96314457s (~3.05 years),159.250094246032
"5896",138734,"Vehicle","Closed","Black Volkswagon sedan has been in the same spot for weeks.","01/13/2015 06:16:54 PM","09/29/2017 11:29:33 AM","(21.325367, -157.855362)",2015-01-13 18:16:54,2017-09-29 11:29:33,"Vehicle",85511559s (~2.71 years),141.388159722222
"5897",138695,"Vehicle","Closed","Car has been parked in same spot for almost two weeks expired registration and safety check","01/13/2015 11:51:28 AM","09/29/2017 11:29:33 AM","(21.32663, -157.875519)",2015-01-13 11:51:28,2017-09-29 11:29:33,"Vehicle",85534685s (~2.71 years),141.426397156085
"5898",138670,"Stormwater","Closed","These women came out of Dr Pang's dental office and dumped mop water and chemicals down a storm drain.","01/13/2015 09:43:41 AM","12/23/2015 11:12:33 AM","(21.378616, -157.929733)",2015-01-13 09:43:41,2015-12-23 11:12:33,"Water",29726932s (~49.15 weeks),49.1516732804233
"5899",138665,"Trash","Closed","Roofing material and paint","01/13/2015 08:55:08 AM","01/13/2015 09:02:19 AM","(21.346886071, -157.820833945)",2015-01-13 08:55:08,2015-01-13 09:02:19,"Trash",431s (~7.18 minutes),0.000712632275132275
"5900",138657,"Trash","Closed","Washer/dryer &amp; car seat in ditch","01/13/2015 07:54:04 AM","02/02/2018 10:30:58 AM","(21.33901697, -157.71584816)",2015-01-13 07:54:04,2018-02-02 10:30:58,"Trash",96431814s (~3.06 years),159.444136904762
"5901",138600,"Tree","Closed","City & County required tree in the landstrip was chopped. Tree was cut down by homeowner not trimmed by C & C , as required.  Makes the neighborhood look bad !","01/12/2015 06:06:06 PM","02/02/2018 10:30:58 AM","(21.332396, -158.012314)",2015-01-12 18:06:06,2018-02-02 10:30:58,"Tree",96481492s (~3.06 years),159.526276455026
"5902",138534,"Vehicle","Closed","This van has been sitting there for 2 weeks flat tire on right side  and has expired resgerstation","01/12/2015 07:47:49 AM","09/29/2017 11:29:34 AM","(21.288048, -157.825485)",2015-01-12 07:47:49,2017-09-29 11:29:34,"Vehicle",85635705s (~2.71 years),141.593427579365
"5903",138458,"Vehicle","Closed","Ford 250 superduty","01/11/2015 11:11:38 AM","09/29/2017 11:29:34 AM","(21.292734565, -157.829095598)",2015-01-11 11:11:38,2017-09-29 11:29:34,"Vehicle",85709876s (~2.72 years),141.716064814815
"5904",138347,"Vehicle","Closed","Abandon vehicle in no parking zone.  103 kahako st old white suv","01/09/2015 09:32:31 PM","09/29/2017 12:16:52 PM","(21.365081487, -157.737445498)",2015-01-09 21:32:31,2017-09-29 12:16:52,"Vehicle",85848261s (~2.72 years),141.944875992063
"5905",138331,"Vehicle","Closed","Silver Mercedes 4 door sedan","01/09/2015 05:18:53 PM","09/29/2017 12:16:53 PM","(21.27831817, -157.75234221)",2015-01-09 17:18:53,2017-09-29 12:16:53,"Vehicle",85863480s (~2.72 years),141.97003968254
"5906",138296,"Vehicle","Closed","It's a truck","01/09/2015 09:47:04 AM","09/29/2017 12:16:53 PM","(21.286247, -157.779892)",2015-01-09 09:47:04,2017-09-29 12:16:53,"Vehicle",85890589s (~2.72 years),142.01486276455
"5907",138225,"Trash","Closed","Bunch of bulky trash on sidewalk. Can someone pls pickup? On Pauahi street next to HASR restaurant and across from smith Beretania park","01/08/2015 01:04:16 PM","12/23/2015 11:30:03 AM","(21.312468, -157.861923)",2015-01-08 13:04:16,2015-12-23 11:30:03,"Trash",30147947s (~49.85 weeks),49.8477959656085
"5908",138155,"Light","Closed","Street light  stays on all the time","01/07/2015 09:28:48 PM","02/02/2018 10:30:42 AM","(21.33298727, -157.83778176)",2015-01-07 21:28:48,2018-02-02 10:30:42,"RoadSafety",96901314s (~3.07 years),160.220426587302
"5909",138123,"Vehicle","Closed","Tow truck with car attached","01/07/2015 11:08:59 AM","09/29/2017 12:16:54 PM","(21.510084, -158.018204)",2015-01-07 11:08:59,2017-09-29 12:16:54,"Vehicle",86058475s (~2.73 years),142.292452050265
"5910",138122,"Vehicle","Closed","4 door Nissan","01/07/2015 10:54:01 AM","09/29/2017 12:16:55 PM","(21.509949, -158.018326)",2015-01-07 10:54:01,2017-09-29 12:16:55,"Vehicle",86059374s (~2.73 years),142.293938492063
"5911",138060,"Light","Closed","Pole light stays off, very critical location for people crossing the street at night. Unsafe","01/07/2015 03:25:25 AM","02/02/2018 10:30:40 AM","(21.437229, -158.17598)",2015-01-07 03:25:25,2018-02-02 10:30:40,"RoadSafety",96966315s (~3.07 years),160.327901785714
"5912",138059,"Light","Closed","Pole light stays off at night and randomly turns on only for a couple of minutes. Roads dark and dangerous for people crossing the street at night. Mahalo","01/07/2015 03:23:27 AM","02/02/2018 10:30:40 AM","(21.436604, -158.176559)",2015-01-07 03:23:27,2018-02-02 10:30:40,"RoadSafety",96966433s (~3.07 years),160.328096891534
"5913",138056,"Light","Closed","Light out","01/06/2015 11:31:17 PM","02/02/2018 10:30:39 AM","(21.295052, -157.703293)",2015-01-06 23:31:17,2018-02-02 10:30:39,"RoadSafety",96980362s (~3.07 years),160.351127645503
"5914",137963,"Light","Closed","Intermittent light.","01/06/2015 06:29:32 AM","02/02/2018 10:30:38 AM","(21.28356498, -157.78513555)",2015-01-06 06:29:32,2018-02-02 10:30:38,"RoadSafety",97041666s (~3.08 years),160.452490079365
"5915",137956,"Light","Closed","Light is out","01/06/2015 06:00:55 AM","02/02/2018 10:30:37 AM","(21.26923255, -157.78229636)",2015-01-06 06:00:55,2018-02-02 10:30:37,"RoadSafety",97043382s (~3.08 years),160.455327380952
"5916",137952,"Broken / Vandalized signs","Closed","Broken bracket","01/06/2015 05:30:13 AM","02/02/2018 10:30:37 AM","(21.276424373, -157.784727639)",2015-01-06 05:30:13,2018-02-02 10:30:37,"RoadSafety",97045224s (~3.08 years),160.458373015873
"5917",137951,"Light","Closed","Light goes off and on, sometimes flickers.","01/06/2015 05:28:18 AM","02/02/2018 10:30:36 AM","(21.27784099, -157.78451914)",2015-01-06 05:28:18,2018-02-02 10:30:36,"RoadSafety",97045338s (~3.08 years),160.458561507937
"5918",137866,"Tree","Closed","Fallen branches","01/05/2015 09:32:05 AM","02/02/2018 10:30:35 AM","(21.46347, -158.003204)",2015-01-05 09:32:05,2018-02-02 10:30:35,"Tree",97117110s (~3.08 years),160.577232142857
"5919",137799,"Light","Closed","Street light is always on","01/04/2015 08:04:15 PM","02/02/2018 10:30:35 AM","(21.315531, -157.797638)",2015-01-04 20:04:15,2018-02-02 10:30:35,"RoadSafety",97165580s (~3.08 years),160.657374338624
"5920",137746,"Homeless","Closed","The sign is gonna fall down soon . But idk when its gonna happen .","01/04/2015 08:52:00 AM","02/02/2018 10:30:34 AM","(21.439390429, -158.021573288)",2015-01-04 08:52:00,2018-02-02 10:30:34,"Homeless",97205914s (~3.08 years),160.724064153439
"5921",137730,"Vehicle","Closed","parked for long time at location windshield dirty","01/04/2015 01:36:05 AM","09/29/2017 12:16:55 PM","(21.297958, -157.845825)",2015-01-04 01:36:05,2017-09-29 12:16:55,"Vehicle",86352050s (~2.74 years),142.777860449735
"5922",137729,"Light","Closed","There are two street lights out on Kolowaka Dr.Pole number: 9 located between Fort Weaver Rd; and Koka St.Pole number: 15 located at the corner of Kolowaka Dr; and Koka St.Both light poles are located Mauka side of Kolowaka Dr.","01/04/2015 01:22:54 AM","02/02/2018 10:30:33 AM","(21.340923, -158.027145)",2015-01-04 01:22:54,2018-02-02 10:30:33,"RoadSafety",97232859s (~3.08 years),160.768616071429
"5923",137727,"Homeless","Closed","Person living in back of truck with furniture up to neighbor property line. Over the years more tents and furniture has been collected and added to the back of the truck.","01/03/2015 09:41:12 PM","02/02/2018 10:30:18 AM","(21.283614675, -157.805671482)",2015-01-03 21:41:12,2018-02-02 10:30:18,"Homeless",97246146s (~3.08 years),160.79058531746
"5924",137723,"Trash","Closed","18084852625","01/03/2015 05:41:22 PM","02/02/2018 10:30:18 AM","(21.38737278, -157.94228742)",2015-01-03 17:41:22,2018-02-02 10:30:18,"Trash",97260536s (~3.08 years),160.814378306878
"5925",137708,"Tree","Closed","Tree down.","01/03/2015 01:25:19 PM","02/02/2018 10:30:16 AM","(21.37021683, -158.02176835)",2015-01-03 13:25:19,2018-02-02 10:30:16,"Tree",97275897s (~3.08 years),160.839776785714
"5926",137706,"Tree","Closed","Broken tree branch hit my daughter's car. Please remove it & trim the tree on Holoholo St.","01/03/2015 01:03:01 PM","02/02/2018 10:30:16 AM","(21.376337, -157.733185)",2015-01-03 13:03:01,2018-02-02 10:30:16,"Tree",97277235s (~3.08 years),160.841989087302
"5927",137703,"Trash","Closed","On the dead end of UAO PLACE.","01/03/2015 12:38:12 PM","02/02/2018 10:30:15 AM","(21.38649675, -157.94237446)",2015-01-03 12:38:12,2018-02-02 10:30:15,"Trash",97278723s (~3.08 years),160.844449404762
"5928",137691,"Tree","Closed","Down tree","01/03/2015 10:33:52 AM","02/02/2018 10:30:14 AM","(21.455261766, -158.013578275)",2015-01-03 10:33:52,2018-02-02 10:30:14,"Tree",97286182s (~3.08 years),160.856782407407
"5929",137667,"Tree","Closed","African Tulip tree branches along road, walkway and driveway from the overnight storm.","01/03/2015 07:46:48 AM","01/05/2015 08:09:26 AM","(21.388451, -157.798065)",2015-01-03 07:46:48,2015-01-05 08:09:26,"Tree",174158s (~2.02 days),0.287959656084656
"5930",137640,"Light","Closed","Light keeps turning on and off at night","01/03/2015 12:18:06 AM","02/02/2018 10:30:12 AM","(21.3129402, -158.00171647)",2015-01-03 00:18:06,2018-02-02 10:30:12,"RoadSafety",97323126s (~3.08 years),160.917867063492
"5931",137606,"Trash","Closed","Dumping","01/02/2015 11:05:03 AM","02/02/2018 10:30:10 AM","(21.352954232, -157.812537324)",2015-01-02 11:05:03,2018-02-02 10:30:10,"Trash",97370707s (~3.09 years),160.996539351852
"5932",137603,"Vehicle","Closed","Ford 250 superduty","01/02/2015 10:27:41 AM","09/29/2017 12:16:56 PM","(21.29273927, -157.82909097)",2015-01-02 10:27:41,2017-09-29 12:16:56,"Vehicle",86492955s (~2.74 years),143.010838293651
"5933",137587,"Trash","Closed","Dumping","01/02/2015 08:11:13 AM","02/02/2018 10:30:09 AM","(21.347084518, -157.822153462)",2015-01-02 08:11:13,2018-02-02 10:30:09,"Trash",97381136s (~3.09 years),161.013783068783
"5934",137585,"Trash","Closed","Dumping","01/02/2015 08:02:03 AM","02/02/2018 10:30:08 AM","(21.347337905, -157.820082455)",2015-01-02 08:02:03,2018-02-02 10:30:08,"Trash",97381685s (~3.09 years),161.014690806878
"5935",137582,"Trash","Closed","Dumping","01/02/2015 07:46:45 AM","02/02/2018 10:30:07 AM","(21.347175279, -157.822188631)",2015-01-02 07:46:45,2018-02-02 10:30:07,"Trash",97382602s (~3.09 years),161.016207010582
"5936",137460,"Trash","Closed","Someone dumped an old couch and other garbage on the empty city lot at intersection of Alani and Paty Drives","12/31/2014 01:33:36 PM","02/02/2018 10:14:41 AM","(21.309513, -157.801193)",2014-12-31 13:33:36,2018-02-02 10:14:41,"Trash",97533665s (~3.09 years),161.265980489418
"5937",137453,"Vehicle","Closed","This vehicle has been there for over a week. Passenger side window wide open.","12/31/2014 12:52:12 PM","09/29/2017 12:16:57 PM","(21.27076, -157.807983)",2014-12-31 12:52:12,2017-09-29 12:16:57,"Vehicle",86657085s (~2.75 years),143.282217261905
"5938",137418,"Vehicle","Closed","Vehicles front driver tire is flate, vehicle tags are expired, debris are collecting around base of vehicle, windows covered in road dust, been sitting in same spot more than 24 hours.","12/31/2014 02:55:35 AM","09/29/2017 12:16:57 PM","(21.34189, -158.029938)",2014-12-31 02:55:35,2017-09-29 12:16:57,"Vehicle",86692882s (~2.75 years),143.34140542328
"5939",137417,"Broken / Vandalized signs","Closed","Street light out' pole number, 20-798, location fronting 91-786 Poowai Pl.","12/31/2014 02:30:14 AM","02/02/2018 10:14:42 AM","(21.33909, -158.031052)",2014-12-31 02:30:14,2018-02-02 10:14:42,"RoadSafety",97573468s (~3.09 years),161.331792328042
"5940",137416,"Light","Closed","Street light flickering, with long periods remaining off.Pole number, 20-1257.","12/31/2014 01:50:56 AM","02/02/2018 10:14:43 AM","(21.33259, -158.025909)",2014-12-31 01:50:56,2018-02-02 10:14:43,"RoadSafety",97575827s (~3.09 years),161.335692791005
"5941",137415,"Light","Closed","Street light flickering , with long periods remaining off.Street light pole number, 20-1212.Pole location fronting, 91-920 Nohoihoawa Pl.","12/31/2014 01:16:44 AM","02/02/2018 10:14:44 AM","(21.331429, -158.027039)",2014-12-31 01:16:44,2018-02-02 10:14:44,"RoadSafety",97577880s (~3.09 years),161.339087301587
"5942",137410,"Vehicle","Closed","This car has been parked for about a week now.","12/30/2014 06:03:23 PM","09/29/2017 12:16:09 PM","(21.397778, -157.75032)",2014-12-30 18:03:23,2017-09-29 12:16:09,"Vehicle",86724766s (~2.75 years),143.394123677249
"5943",137349,"Trash","Closed","Dumped tires on coral sea road","12/30/2014 08:19:17 AM","02/02/2018 10:14:49 AM","(21.31921847, -158.05632396)",2014-12-30 08:19:17,2018-02-02 10:14:49,"Trash",97638932s (~3.09 years),161.440033068783
"5944",137334,"Vehicle","Closed","Car hasn't moved in a month.  Flat left front tire.","12/30/2014 07:11:56 AM","09/29/2017 12:16:09 PM","(21.297745, -157.831833)",2014-12-30 07:11:56,2017-09-29 12:16:09,"Vehicle",86763853s (~2.75 years),143.458751653439
"5945",137145,"Vehicle","Closed","Expedition","12/28/2014 08:16:11 PM","09/29/2017 12:16:10 PM","(21.40773, -158.011322)",2014-12-28 20:16:11,2017-09-29 12:16:10,"Vehicle",86889599s (~2.75 years),143.666665013228
"5946",137143,"Vehicle","Closed","This car has been there for 2 weeks has a flat tire on its right side","12/28/2014 05:44:42 PM","09/29/2017 12:16:10 PM","(21.287872, -157.825577)",2014-12-28 17:44:42,2017-09-29 12:16:10,"Vehicle",86898688s (~2.75 years),143.681693121693
"5947",137137,"Vehicle","Closed","Has been here for more than 6 months","12/28/2014 04:03:47 PM","09/29/2017 12:16:11 PM","(21.302423, -157.840668)",2014-12-28 16:03:47,2017-09-29 12:16:11,"Vehicle",86904744s (~2.75 years),143.691706349206
"5948",137002,"Light","Closed","Street light out on Maipuhi St; pole number, 20-1605.","12/27/2014 09:37:00 PM","02/02/2018 10:14:59 AM","(21.336906, -158.021027)",2014-12-27 21:37:00,2018-02-02 10:14:59,"RoadSafety",97850279s (~3.1 years),161.789482473545
"5949",137001,"Light","Closed","On Laupai St; there are three street lights out, pole numbers, 20-1752, 20-1748 and 20-1745.","12/27/2014 09:26:15 PM","02/02/2018 10:14:59 AM","(21.340179, -158.020157)",2014-12-27 21:26:15,2018-02-02 10:14:59,"RoadSafety",97850924s (~3.1 years),161.790548941799
"5950",137000,"Light","Closed","Street light out on Kuhiawaho Pl; pole number, 20-1651.","12/27/2014 09:23:27 PM","02/02/2018 10:15:00 AM","(21.338982, -158.022339)",2014-12-27 21:23:27,2018-02-02 10:15:00,"RoadSafety",97851093s (~3.1 years),161.790828373016
"5951",136997,"Tree","Closed","Trees extended into the roadway","12/27/2014 07:50:59 PM","02/02/2018 10:15:01 AM","(21.474152, -158.216156)",2014-12-27 19:50:59,2018-02-02 10:15:01,"Tree",97856642s (~3.1 years),161.800003306878
"5952",136983,"Vehicle","Closed","Hazard on narrow street","12/27/2014 01:52:58 PM","09/29/2017 12:16:12 PM","(21.309391, -157.817612)",2014-12-27 13:52:58,2017-09-29 12:16:12,"Vehicle",86998994s (~2.76 years),143.847542989418
"5953",136963,"Homeless","Closed","Used tires","12/27/2014 10:05:37 AM","02/02/2018 10:15:03 AM","(21.29241348, -157.82917053)",2014-12-27 10:05:37,2018-02-02 10:15:03,"Homeless",97891766s (~3.1 years),161.858078703704
"5954",136916,"Vehicle","Closed","Silver mercedes rjn 973 Parked for over 1 month.","12/27/2014 12:10:54 AM","09/29/2017 12:16:12 PM","(21.325735, -157.877853)",2014-12-27 00:10:54,2017-09-29 12:16:12,"Vehicle",87048318s (~2.76 years),143.929097222222
"5955",136903,"Vehicle","Closed","Been parked in same spot for several days","12/26/2014 02:22:28 PM","09/29/2017 12:16:13 PM","(21.315309884, -157.799369585)",2014-12-26 14:22:28,2017-09-29 12:16:13,"Vehicle",87083625s (~2.76 years),143.987475198413
"5956",136787,"Light","Closed","No strobing...completely out.","12/24/2014 04:13:32 PM","02/02/2018 10:15:07 AM","(21.292671, -157.80484)",2014-12-24 16:13:32,2018-02-02 10:15:07,"RoadSafety",98128895s (~3.11 years),162.25015707672
"5957",136715,"Broken / Vandalized signs","Closed","Base rusted. Dead End sign","12/23/2014 04:29:39 PM","02/02/2018 10:15:08 AM","(21.406497992, -158.03070566)",2014-12-23 16:29:39,2018-02-02 10:15:08,"RoadSafety",98214329s (~3.11 years),162.391416997354
"5958",136698,"Vehicle","Closed","Black Acura TSX","12/23/2014 11:14:24 AM","09/29/2017 12:16:13 PM","(21.510277, -158.018326)",2014-12-23 11:14:24,2017-09-29 12:16:13,"Vehicle",87354109s (~2.77 years),144.434704034392
"5959",136599,"Vehicle","Closed","Ford Mustang 2 door... being stripped for parys over past month","12/22/2014 04:22:39 PM","09/29/2017 12:16:14 PM","(21.42388794, -158.178101951)",2014-12-22 16:22:39,2017-09-29 12:16:14,"Vehicle",87422015s (~2.77 years),144.546982473545
"5960",136567,"Homeless","Closed","Neighbors proerty has an abundance of clutter and trash that looks like a major fire hazard and intending ground for rodrnts","12/22/2014 12:00:43 PM","12/08/2015 03:21:15 PM","(21.310249, -157.853958)",2014-12-22 12:00:43,2015-12-08 15:21:15,"Homeless",30338432s (~50.16 weeks),50.1627513227513
"5961",136466,"Trash","Closed","Futon left on sidewalk","12/21/2014 05:26:02 PM","02/02/2018 10:15:20 AM","(21.307755, -157.844727)",2014-12-21 17:26:02,2018-02-02 10:15:20,"Trash",98383758s (~3.12 years),162.671557539683
"5962",136456,"Trash","Closed","Illegal dumpsite","12/21/2014 02:59:52 PM","02/02/2018 10:15:21 AM","(21.3183392, -157.85269525)",2014-12-21 14:59:52,2018-02-02 10:15:21,"Trash",98392529s (~3.12 years),162.686059854497
"5963",136394,"Tree","Closed","I need see if you could cut the down or trim it . There is alot of debris coming into my backyard &amp; theres alot of work for me to do &amp; i dont have the time to do it .","12/20/2014 04:23:44 PM","02/02/2018 10:15:29 AM","(21.439653301, -158.021387393)",2014-12-20 16:23:44,2018-02-02 10:15:29,"Tree",98473905s (~3.12 years),162.820610119048
"5964",136392,"Stormwater","Closed","How soon can you guy could repair this damage .to the rain gutter please its a hazourd to it .","12/20/2014 04:18:24 PM","12/23/2015 01:42:23 PM","(21.439423579, -158.021692888)",2014-12-20 16:18:24,2015-12-23 13:42:23,"Water",31785839s (~1.01 years),52.5559507275132
"5965",136381,"Vehicle","Closed","Vehicle has been sitting for a month. Possibly abondoned. Blocking traffic.","12/20/2014 01:31:10 PM","12/23/2015 02:15:29 PM","(21.34169, -158.027435)",2014-12-20 13:31:10,2015-12-23 14:15:29,"Vehicle",31797859s (~1.01 years),52.5758250661376
"5966",136335,"Broken / Vandalized signs","Closed","Bent stop sign corner of Opua street and Molehu drive.","12/20/2014 08:35:03 AM","02/02/2018 10:15:30 AM","(21.363983, -157.92514)",2014-12-20 08:35:03,2018-02-02 10:15:30,"RoadSafety",98502027s (~3.12 years),162.867108134921
"5967",136294,"Homeless","Closed","Lots of shopping carts show up here at night. Can the city please clean? They usually show up at 9 pm. People can't walk down sidewalks in some areas.","12/19/2014 09:28:24 PM","02/02/2018 10:15:32 AM","(21.312307, -157.861908)",2014-12-19 21:28:24,2018-02-02 10:15:32,"Homeless",98542028s (~3.12 years),162.933247354497
"5968",136282,"Homeless","Closed","Property on sidewalk area piled up on a cart. Covered with a tarp lots of junk and rubbish. Across from the park playground. Very unsightly mess. 833 Piikoi St Sheridan Community Park","12/19/2014 03:57:08 PM","02/02/2018 10:15:33 AM","(21.29804, -157.844833)",2014-12-19 15:57:08,2018-02-02 10:15:33,"Homeless",98561905s (~3.12 years),162.96611276455
"5969",136281,"Tree","Closed","The tree rubbish is piling up.","12/19/2014 03:46:38 PM","02/02/2018 10:15:34 AM","(21.438418909, -158.02379418)",2014-12-19 15:46:38,2018-02-02 10:15:34,"Tree",98562536s (~3.12 years),162.967156084656
"5970",136195,"Tree","Closed","Dead tree","12/18/2014 07:00:28 PM","02/02/2018 10:15:37 AM","(21.35784, -158.024139)",2014-12-18 19:00:28,2018-02-02 10:15:37,"Tree",98637309s (~3.13 years),163.090788690476
"5971",136192,"Stormwater","Closed","Polluted stream","12/18/2014 05:08:38 PM","12/23/2015 02:27:22 PM","(21.28801, -157.827316)",2014-12-18 17:08:38,2015-12-23 14:27:22,"Water",31958324s (~1.01 years),52.8411441798942
"5972",136176,"Vehicle","Closed","Car still on street. Person just removes yellow warning paper and doesn't move vehicle. Please tow, car has been in same spot for months!","12/18/2014 01:48:00 PM","09/29/2017 12:16:14 PM","(21.321941, -157.855606)",2014-12-18 13:48:00,2017-09-29 12:16:14,"Vehicle",87776894s (~2.78 years),145.133753306878
"5973",136060,"Vehicle","Closed","Blue and silver Suzuki","12/17/2014 05:06:21 PM","12/08/2015 03:08:29 PM","(21.323125, -157.856698)",2014-12-17 17:06:21,2015-12-08 15:08:29,"Vehicle",30751328s (~50.85 weeks),50.8454497354497
"5974",136000,"Tree","Closed","Bushes are so over grown, people can barely walk along the sidewalk.","12/17/2014 08:32:51 AM","02/02/2018 10:16:12 AM","(21.298876, -157.687927)",2014-12-17 08:32:51,2018-02-02 10:16:12,"Tree",98761401s (~3.13 years),163.295967261905
"5975",135987,"Tree","Closed","A large branch from the city's tree fell on our fence sometime last night.  Good thing it did not hurt anyone or damage the truck parked next to the fence.  Either cut the tree down or come and trim it back.  This is the second time this has happened!","12/17/2014 07:35:25 AM","12/17/2014 07:45:38 AM","(21.375488, -157.723953)",2014-12-17 07:35:25,2014-12-17 07:45:38,"Tree",613s (~10.22 minutes),0.0010135582010582
"5976",135935,"Stormwater","Closed","Storm drain is completely clogged with grass growing out of it. It hasn't had attention in a while","12/16/2014 07:44:42 PM","12/23/2015 02:41:07 PM","(21.328049, -158.087387)",2014-12-16 19:44:42,2015-12-23 14:41:07,"Water",32122585s (~1.02 years),53.1127397486772
"5977",135933,"Light","Closed","2nd request","12/16/2014 06:28:36 PM","02/02/2018 10:16:13 AM","(21.287315, -157.823273)",2014-12-16 18:28:36,2018-02-02 10:16:13,"RoadSafety",98812057s (~3.13 years),163.379723875661
"5978",135932,"Stormwater","Closed","Broken sewer line Bad smell. SERIOUS  2nd ReportPlease","12/16/2014 06:26:47 PM","12/23/2015 02:45:14 PM","(21.286987, -157.823029)",2014-12-16 18:26:47,2015-12-23 14:45:14,"Water",32127507s (~1.02 years),53.1208779761905
